WorkOrderNo    SoftWONo  TranNoRel      SOLineNo   QtyOrd                         WorkOrderNo;SoftWONo;TranNoRel;SOLineNo;QtyOrd;LineStatus;TranDate;PromiseDate;ItemID;ItemShortDesc;Hold;HoldReason;CustName;PrintedExpectShipRpt;QtyOnBO;QtyShip;QtyInvcd;QtyOpenToShip;OrderHold;OrderHoldReason
;;0000094158;1;1.00000000;Open;2019-07-01 00:00:00;2019-07-19 00:00:00;105-833;DLADA2133A3,5,DCR;False;;EPIC SUPPLY HALTOM CITY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021666;;0000093627;6;4.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;105-847;DLADA2133A3,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;4.00000000;.00000000;.00000000;4.00000000;False;
00021755;;0000093680;1;1.00000000;Open;2019-06-21 00:00:00;2019-08-13 00:00:00;105-847;DLADA2133A3,6.5,DCR;False;;FERGUSON ENT. #522;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;00014780;0000093245;4;2.00000000;Open;2019-06-13 00:00:00;2019-07-29 00:00:00;105-969;DLADA2137A3,6.5,DCR;False;;VISALIA P & S #149;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000093611;2;1.00000000;Open;2019-06-20 00:00:00;2019-07-05 00:00:00;106-089;DLADA2143A3,6.5,DCR;False;;WINSUPPLY- AUSTIN;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000092887;4;3.00000000;Open;2019-06-07 00:00:00;2019-07-26 00:00:00;106-321;DLADA2233A3,5.5,DCC;False;;AITCHESON, J & H #176;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000094034;4;3.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;106-321;DLADA2233A3,5.5,DCC;False;;FERGUSON ENT. #2020;N;3.00000000;.00000000;.00000000;3.00000000;True;REP TO ADD JBS 7/8
;;0000093972;1;1.00000000;Open;2019-06-27 00:00:00;2019-07-18 00:00:00;106-322;DLADA2233A3,5.5,DCR;False;;PETERSON & CO, LEONARD;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094361;1;2.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;106-327;DLADA2233A3,6,DCR;False;;CARR SUPPLY CO.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000093017;5;2.00000000;Open;2019-06-10 00:00:00;2019-07-10 00:00:00;106-333;DLADA2233A3,6.5,DCR;False;;FWC SUPPLY,LLC;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021831;;0000093463;2;1.00000000;Open;2019-06-18 00:00:00;2019-07-09 00:00:00;106-387;DLADA2237A1,4,DCR;False;;EASTERN PLUMBING SPLY.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021527;;0000093463;1;1.00000000;Open;2019-06-18 00:00:00;2019-07-09 00:00:00;106-391;DLADA2237A1,4.5,DCR;False;;EASTERN PLUMBING SPLY.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021612;;0000093669;1;1.00000000;Open;2019-06-21 00:00:00;2019-07-03 00:00:00;106-423;DLADA2237A2,5.5,DCR;False;;FERGUSON ENT. #29;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021607;;0000093642;2;3.00000000;Open;2019-06-20 00:00:00;2019-07-05 00:00:00;106-447;DLADA2237A3,5.5,DCR;False;;TORRCO SUPPLY;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093388;3;1.00000000;Open;2019-06-17 00:00:00;2019-08-06 00:00:00;106-903;DLFADA2133A3,5,DCC-F;False;;CAL-STEAM,INC. # 2513;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094262;1;1.00000000;Open;2019-07-02 00:00:00;2099-12-31 00:00:00;106-903;DLFADA2133A3,5,DCC-F;False;;CAL-STEAM,INC. # 2513;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021568;;0000093399;2;2.00000000;Open;2019-06-14 00:00:00;2019-07-08 00:00:00;106-953;DLN2233A3;False;;CONSOLIDATED SUPPLY;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094243;1;30.00000000;Open;2019-07-02 00:00:00;2019-08-12 00:00:00;106-958;DLUG10;False;;FERGUSON ENT. #1826;Y;.00000000;.00000000;.00000000;30.00000000;False;
;;0000094033;21;25.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;106-958;DLUG10;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;25.00000000;False;
;;0000094243;2;1.00000000;Open;2019-07-02 00:00:00;2019-08-12 00:00:00;106-960;DLUG8;False;;FERGUSON ENT. #1826;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094059;1;46.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;106-960;DLUG8;False;;HODGES SUPPLY CO.     ;Y;.00000000;.00000000;.00000000;46.00000000;False;
;;0000092289;3;1.00000000;Open;2019-05-28 00:00:00;2019-07-15 00:00:00;106-964;DLX1829A3;False;;MEYER CO. WM.F.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021451;;0000093355;1;16.00000000;Open;2019-06-17 00:00:00;2019-07-11 00:00:00;106-964;DLX1829A3;False;;CARR SUPPLY CO.;Y;16.00000000;.00000000;.00000000;16.00000000;False;
;;0000093076;1;3.00000000;Open;2019-06-11 00:00:00;2099-12-31 00:00:00;106-964;DLX1829A3;True;CommReview;ROBERTSON HEATING SPLY;N;3.00000000;.00000000;.00000000;3.00000000;True;jv 7/5
;00014664;0000091181;1;4.00000000;Open;2019-05-06 00:00:00;2019-07-08 00:00:00;106-972;DLX1933A1;False;;JONES, WYNN O.        ;Y;3.00000000;.00000000;.00000000;4.00000000;False;
00020693;;0000092178;1;4.00000000;Open;2019-05-24 00:00:00;2019-07-11 00:00:00;106-972;DLX1933A1;False;;JONES, WYNN O.        ;Y;4.00000000;.00000000;.00000000;4.00000000;False;
00020695;;0000092185;1;4.00000000;Open;2019-05-24 00:00:00;2019-07-11 00:00:00;106-972;DLX1933A1;False;;JONES, WYNN O.        ;Y;4.00000000;.00000000;.00000000;4.00000000;False;
00021667;;0000093627;7;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;106-972;DLX1933A1;False;;JUST CONSIGNED REPLENISHMENT;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094378;5;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;106-995;DLX2233A3;False;;SOUTHERN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;True;REP TO ADD JBS 7/8
;00001038;0000093356;2;2.00000000;Open;2019-06-17 00:00:00;2019-07-25 00:00:00;106-997;DLX2233A4;False;;COBURN SUPPLY CO.;Y;1.00000000;.00000000;.00000000;2.00000000;False;
00021840;;0000093994;2;2.00000000;Open;2019-06-27 00:00:00;2019-07-12 00:00:00;107-003;DLX2237A3;False;;WESTERN NEVADA SUPPLY;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000093953;4;1.00000000;Open;2019-06-26 00:00:00;2019-07-12 00:00:00;107-048;DLXD2243A3;False;;WINSTON WATER COOLER;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021643;;0000093662;2;1.00000000;Open;2019-06-20 00:00:00;2019-08-09 00:00:00;107-073;DM4834-4;False;;FERGUSON ENT. #1826;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021756;;0000093726;4;1.00000000;Open;2019-06-21 00:00:00;2019-07-12 00:00:00;107-095;DUFB18;False;;PREMIER BATH & KITCHEN;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000091510;1;300.00000000;Open;2019-05-13 00:00:00;2099-12-31 00:00:00;107-117;EBS150.904;False;;MAIN LINE SUPPLY;Y;300.00000000;.00000000;.00000000;300.00000000;False;
;;0000093627;8;10.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;107-264;GRIP RIM CLIPS 16 CT BAG;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;10.00000000;False;
00021600;;0000093515;6;3.00000000;Open;2019-06-19 00:00:00;2019-08-09 00:00:00;107-277;HCL23520-1;False;;HUGHES SUPPLY #519;Y;3.00000000;.00000000;.00000000;3.00000000;False;
00021469;;0000093418;1;2.00000000;Open;2019-06-18 00:00:00;2019-07-23 00:00:00;107-277;HCL23520-1;False;;NOLAND COMPANY - 566;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094033;22;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-280;HCL23520-34;False;;JUST CONSIGNED REPLENISHMENT;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000092627;2;2.00000000;Open;2019-06-03 00:00:00;2019-07-18 00:00:00;107-295;J1174KS;False;;PSA LAB.FURN. INC.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094308;2;1.00000000;Open;2019-07-03 00:00:00;2019-08-30 00:00:00;107-295;J1174KS;False;;FERGUSON ENT. #291;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094272;2;2.00000000;Open;2019-07-03 00:00:00;2019-08-30 00:00:00;107-295;J1174KS;False;;WINNELSON-LAKE ERIE;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094391;1;6.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-295;J1174KS;False;;WINSUPPLY-ENGLEWOOD;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000093815;2;1.00000000;Open;2019-06-24 00:00:00;2019-08-13 00:00:00;107-295;J1174KS;False;;FERGUSON ENT. #1163;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093866;1;3.00000000;Open;2019-06-25 00:00:00;2019-07-19 00:00:00;107-295;J1174KS;False;;DIVERSIFIED WOODCRAFTS;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093981;3;2.00000000;Open;2019-06-27 00:00:00;2019-08-16 00:00:00;107-295;J1174KS;False;;NOLAND COMPANY - 568;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094033;23;12.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;107-295;J1174KS;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;12.00000000;False;
;;0000094074;5;17.00000000;Open;2019-06-28 00:00:00;2099-12-31 00:00:00;107-295;J1174KS;False;;INSTITUTIONAL CASEWORK INC;N;.00000000;.00000000;.00000000;17.00000000;False;
;;0000094032;2;1.00000000;Open;2019-06-28 00:00:00;2019-07-10 00:00:00;107-296;J1174KS-CuW4;False;;FERGUSON ENT. #171;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094309;1;1.00000000;Open;2019-07-03 00:00:00;2099-12-31 00:00:00;107-298;J1176KS;False;;FERGUSON ENT. #29;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000091605;1;2.00000000;Open;2019-05-14 00:00:00;2019-07-12 00:00:00;107-298;J1176KS;False;;PRIME INDUSTRIES, INC.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021520;;0000093502;1;1.00000000;Open;2019-06-19 00:00:00;2019-07-17 00:00:00;107-302;J127-15;False;;FERGUSON ENT. #107;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021261;;0000093052;1;1.00000000;Open;2019-06-11 00:00:00;2019-07-12 00:00:00;107-303;J127-35;False;;COWAN SUPPLY #258;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021639;;0000093698;1;1.00000000;Open;2019-06-21 00:00:00;2019-08-01 00:00:00;107-303;J127-35;False;;FERGUSON ENT. #52;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021920;;0000093058;10;1.00000000;Open;2019-06-11 00:00:00;2019-08-20 00:00:00;107-305;J127JHL-35;False;;MOUNTAINLAND SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000091749;6;31.00000000;Open;2019-05-16 00:00:00;2019-07-22 00:00:00;107-313;J15CB;False;;NICKERSON CORPORATION;Y;31.00000000;.00000000;.00000000;31.00000000;False;
;;0000093299;3;19.00000000;Open;2019-06-14 00:00:00;2019-08-01 00:00:00;107-313;J15CB;False;;FERGUSON ENT. #361;Y;.00000000;.00000000;.00000000;19.00000000;False;
;;0000092667;3;10.00000000;Open;2019-06-04 00:00:00;2019-07-01 00:00:00;107-317;J15FS;False;;CENTRAL SUPPLY CO.;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000092711;4;4.00000000;Open;2019-06-04 00:00:00;2019-07-19 00:00:00;107-317;J15FS;False;;EPIC SUPPLY DALLAS;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000093532;2;6.00000000;Open;2019-06-19 00:00:00;2019-07-15 00:00:00;107-317;J15FS;False;;FERGUSON ENT. #1422;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000093532;4;1.00000000;Open;2019-06-19 00:00:00;2019-07-15 00:00:00;107-317;J15FS;False;;FERGUSON ENT. #1422;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094180;3;7.00000000;Open;2019-07-01 00:00:00;2019-07-22 00:00:00;107-317;J15FS;False;;V P SUPPLY CORP.;Y;.00000000;.00000000;.00000000;7.00000000;False;
;;0000094310;6;49.00000000;Open;2019-07-03 00:00:00;2019-07-31 00:00:00;107-317;J15FS;False;;FERGUSON ENT. #3504;Y;.00000000;.00000000;.00000000;49.00000000;False;
;;0000093949;5;32.00000000;Open;2019-06-26 00:00:00;2019-08-07 00:00:00;107-317;J15FS;False;;WEBB COMPANY, F.W.;Y;.00000000;.00000000;.00000000;32.00000000;False;
;;0000094032;3;1.00000000;Open;2019-06-28 00:00:00;2019-07-10 00:00:00;107-317;J15FS;False;;FERGUSON ENT. #171;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093649;5;22.00000000;Open;2019-06-20 00:00:00;2019-07-10 00:00:00;107-323;J15SSF;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;22.00000000;False;
;;0000094282;3;29.00000000;Open;2019-07-03 00:00:00;2019-07-29 00:00:00;107-323;J15SSF;False;;PETERSON & CO, LEONARD;Y;.00000000;.00000000;.00000000;29.00000000;False;
;;0000093970;4;2.00000000;Open;2019-06-27 00:00:00;2019-07-12 00:00:00;107-334;J290;False;;FERGUSON ENT. #55;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000091181;3;5.00000000;Open;2019-05-06 00:00:00;2019-07-08 00:00:00;107-337;J35;False;;JONES, WYNN O.        ;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000092178;3;6.00000000;Open;2019-05-24 00:00:00;2019-07-11 00:00:00;107-337;J35;False;;JONES, WYNN O.        ;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000092185;3;6.00000000;Open;2019-05-24 00:00:00;2019-07-11 00:00:00;107-337;J35;False;;JONES, WYNN O.        ;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000091855;2;25.00000000;Open;2019-05-17 00:00:00;2019-07-30 00:00:00;107-337;J35;False;;SOUTHLAND PLUMBING    ;Y;.00000000;.00000000;.00000000;25.00000000;False;
;;0000092667;2;10.00000000;Open;2019-06-04 00:00:00;2019-07-01 00:00:00;107-337;J35;False;;CENTRAL SUPPLY CO.;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000092887;3;4.00000000;Open;2019-06-07 00:00:00;2019-07-26 00:00:00;107-337;J35;False;;AITCHESON, J & H #176;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000092887;5;6.00000000;Open;2019-06-07 00:00:00;2019-07-26 00:00:00;107-337;J35;False;;AITCHESON, J & H #176;Y;.00000000;.00000000;.00000000;6.00000000;False;
;;0000092887;7;2.00000000;Open;2019-06-07 00:00:00;2019-07-26 00:00:00;107-337;J35;False;;AITCHESON, J & H #176;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093234;2;2.00000000;Open;2019-06-13 00:00:00;2019-07-12 00:00:00;107-337;J35;False;;MIDMARK CORPORATION;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093729;2;1.00000000;Open;2019-06-21 00:00:00;2019-07-11 00:00:00;107-337;J35;False;;FIRST SUPPLY-MADISON;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093865;2;1.00000000;Open;2019-06-25 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094307;2;11.00000000;Open;2019-07-03 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;NOREASTER INSTALLATION;N;.00000000;.00000000;.00000000;11.00000000;True;JV 7/3
;;0000094310;5;49.00000000;Open;2019-07-03 00:00:00;2019-07-31 00:00:00;107-337;J35;False;;FERGUSON ENT. #3504;Y;.00000000;.00000000;.00000000;49.00000000;False;
;;0000094313;5;1.00000000;Open;2019-07-03 00:00:00;2019-09-06 00:00:00;107-337;J35;False;;FERGUSON ENT. #1550;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094341;1;1.00000000;Open;2019-07-05 00:00:00;2019-07-22 00:00:00;107-337;J35;False;;LOTH INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094376;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;FERGUSON ENT. #52;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093355;3;45.00000000;Open;2019-06-17 00:00:00;2019-07-11 00:00:00;107-337;J35;False;;CARR SUPPLY CO.;Y;.00000000;.00000000;.00000000;45.00000000;False;
;;0000093994;3;5.00000000;Open;2019-06-27 00:00:00;2019-07-12 00:00:00;107-337;J35;False;;WESTERN NEVADA SUPPLY;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000094271;1;1.00000000;Open;2019-07-03 00:00:00;2019-07-31 00:00:00;107-337;J35;False;;VWR INTERNATIONAL;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094352;2;3.00000000;Open;2019-07-05 00:00:00;2019-07-08 00:00:00;107-337;J35;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000094369;3;17.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;HANSON LAB FURNITURE;Y;.00000000;.00000000;.00000000;17.00000000;False;
;;0000091708;3;3.00000000;Open;2019-05-15 00:00:00;2019-07-09 00:00:00;107-337;J35;False;;VILLA USA, INC. A.T.;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093753;2;3.00000000;Open;2019-06-24 00:00:00;2019-07-12 00:00:00;107-337;J35;False;;NEXT PLUMBING & HYDRONICS SUPPLY;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000091637;1;3.00000000;Open;2019-05-14 00:00:00;2019-07-09 00:00:00;107-337;J35;False;;VILLA USA, INC. A.T.;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000092118;3;26.00000000;Open;2019-05-23 00:00:00;2019-07-05 00:00:00;107-337;J35;False;;GOODIN COMPANY        ;Y;.00000000;.00000000;.00000000;26.00000000;False;
;;0000093083;1;2.00000000;Open;2019-06-11 00:00:00;2019-07-19 00:00:00;107-337;J35;False;;VWR INTERNATIONAL;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093142;8;3.00000000;Open;2019-06-12 00:00:00;2019-08-05 00:00:00;107-337;J35;True;CommReview;AMERICAN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000093299;6;1.00000000;Open;2019-06-14 00:00:00;2019-08-01 00:00:00;107-337;J35;False;;FERGUSON ENT. #361;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094130;2;5.00000000;Open;2019-07-01 00:00:00;2019-07-23 00:00:00;107-337;J35;False;;MIDMARK CORPORATION;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000093418;4;2.00000000;Open;2019-06-18 00:00:00;2019-07-23 00:00:00;107-337;J35;False;;NOLAND COMPANY - 566;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093437;2;1.00000000;Open;2019-06-18 00:00:00;2019-07-08 00:00:00;107-337;J35;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093615;2;1.00000000;Open;2019-06-20 00:00:00;2019-08-15 00:00:00;107-337;J35;False;;DOW DIVERSIFIED       ;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093682;2;1.00000000;Open;2019-06-21 00:00:00;2019-07-05 00:00:00;107-337;J35;False;;GIDDINGS AND LEAVITT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093707;4;3.00000000;Open;2019-06-21 00:00:00;2019-08-08 00:00:00;107-337;J35;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000094022;2;6.00000000;Open;2019-06-27 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;WINNELSON-BISMARCK;N;.00000000;.00000000;.00000000;6.00000000;True;SIG? JBS 7/8
;;0000093820;4;2.00000000;Open;2019-06-25 00:00:00;2019-07-12 00:00:00;107-337;J35;False;;HANSON LAB FURNITURE;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093890;2;10.00000000;Open;2019-06-26 00:00:00;2019-07-24 00:00:00;107-337;J35;False;;HANSON LAB FURNITURE;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000093888;6;78.00000000;Open;2019-06-26 00:00:00;2019-09-06 00:00:00;107-337;J35;False;;NYCOM INC.;Y;.00000000;.00000000;.00000000;78.00000000;False;
;;0000093952;2;22.00000000;Open;2019-06-26 00:00:00;2019-08-08 00:00:00;107-337;J35;False;;HANSON LAB FURNITURE;Y;.00000000;.00000000;.00000000;22.00000000;False;
;;0000094077;2;2.00000000;Open;2019-06-28 00:00:00;2019-08-08 00:00:00;107-337;J35;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000094397;2;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;HAJOCA CORP. #027;N;.00000000;.00000000;.00000000;1.00000000;True;WEB CONSIGNMENT ORD
;;0000094144;2;1.00000000;Open;2019-07-01 00:00:00;2019-08-12 00:00:00;107-337;J35;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094166;2;10.00000000;Open;2019-07-01 00:00:00;2019-07-29 00:00:00;107-337;J35;False;;MIDMARK CORPORATION;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000094231;2;3.00000000;Open;2019-07-02 00:00:00;2019-07-17 00:00:00;107-337;J35;False;;NYCOM INC.;Y;.00000000;.00000000;.00000000;3.00000000;False;
;;0000094250;3;1.00000000;Open;2019-07-02 00:00:00;2019-08-30 00:00:00;107-337;J35;False;;NOLAND COMPANY - 566;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094381;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-337;J35;False;;DEVORE & JOHNSON;N;.00000000;.00000000;.00000000;1.00000000;True;WEB CONSIGNMENT ORD
;;0000092471;2;2.00000000;Open;2019-05-30 00:00:00;2019-07-16 00:00:00;107-341;J35BLA1.5;False;;MECHANICAL SUPPLY CO. ;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094374;4;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-341;J35BLA1.5;False;;PLUMBERS SUPPLY CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000092487;2;3.00000000;Open;2019-05-31 00:00:00;2019-07-17 00:00:00;107-341;J35BLA1.5;False;;NYCOM INC.;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093299;8;4.00000000;Open;2019-06-14 00:00:00;2019-08-01 00:00:00;107-341;J35BLA1.5;False;;FERGUSON ENT. #361;Y;4.00000000;.00000000;.00000000;4.00000000;False;
;;0000093866;2;3.00000000;Open;2019-06-25 00:00:00;2019-07-19 00:00:00;107-341;J35BLA1.5;False;;DIVERSIFIED WOODCRAFTS;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000094395;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;107-341;J35BLA1.5;False;;FERGUSON ENT. #363;N;1.00000000;.00000000;.00000000;1.00000000;True;WEB ORDER
;;0000092731;4;3.00000000;Open;2019-06-05 00:00:00;2019-07-24 00:00:00;107-345;J35BLA2;False;;FERGUSON ENT. #60;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000094160;5;3.00000000;Open;2019-07-01 00:00:00;2099-12-31 00:00:00;107-345;J35BLA2;False;;FERGUSON ENT. #361;N;3.00000000;.00000000;.00000000;3.00000000;True;jv 7/5
;;0000093100;2;7.00000000;Open;2019-06-12 00:00:00;2019-07-12 00:00:00;107-353;J35-BN;False;;FERGUSON ENT. #400;Y;6.00000000;.00000000;.00000000;7.00000000;False;
;;0000092172;2;1.00000000;Open;2019-05-24 00:00:00;2019-07-10 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093484;5;2.00000000;Open;2019-06-18 00:00:00;2019-07-24 00:00:00;107-354;J35FS;False;;FERGUSON ENT. #601;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093692;2;1.00000000;Open;2019-06-21 00:00:00;2019-07-22 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000091840;2;1.00000000;Open;2019-05-17 00:00:00;2019-08-19 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000090911;2;1.00000000;Open;2019-05-01 00:00:00;2019-07-12 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093017;3;1.00000000;Open;2019-06-10 00:00:00;2019-07-10 00:00:00;107-354;J35FS;False;;FWC SUPPLY,LLC;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093142;3;5.00000000;Open;2019-06-12 00:00:00;2019-08-05 00:00:00;107-354;J35FS;True;CommReview;AMERICAN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000093252;3;4.00000000;Open;2019-06-13 00:00:00;2019-07-25 00:00:00;107-354;J35FS;False;;MEYER PLBG. SUPPLY    ;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000093231;1;1.00000000;Open;2019-06-13 00:00:00;2019-07-25 00:00:00;107-354;J35FS;False;;M.COOPER WINSUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093502;3;1.00000000;Open;2019-06-19 00:00:00;2019-07-17 00:00:00;107-354;J35FS;False;;FERGUSON ENT. #107;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093696;2;1.00000000;Open;2019-06-21 00:00:00;2019-08-15 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094385;2;1.00000000;Open;2019-07-08 00:00:00;2019-08-09 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094388;2;5.00000000;Open;2019-07-08 00:00:00;2019-08-19 00:00:00;107-354;J35FS;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000093930;2;1.00000000;Open;2019-06-26 00:00:00;2019-07-26 00:00:00;107-354;J35FS;False;;MOUNTAINLAND SUPPLY CO;Y;.00000000;.00000000;.00000000;1.00000000;False;
