WorkOrderNo    SoftWONo  TranNoRel      SOLineNo   QtyOrd                         WorkOrderNo;SoftWONo;TranNoRel;SOLineNo;QtyOrd;LineStatus;TranDate;PromiseDate;ItemID;ItemShortDesc;Hold;HoldReason;CustName;PrintedExpectShipRpt;QtyOnBO;QtyShip;QtyInvcd;QtyOpenToShip;OrderHold;OrderHoldReason
;;0000094160;3;5.00000000;Open;2019-07-01 00:00:00;2099-12-31 00:00:00;109-003;OLFADA1619-3;False;;FERGUSON ENT. #361;N;5.00000000;.00000000;.00000000;5.00000000;True;jv 7/5
00021813;;0000093953;5;2.00000000;Open;2019-06-26 00:00:00;2019-07-12 00:00:00;109-007;OLFADA17521A34;False;;WINSTON WATER COOLER;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021404;;0000093295;1;10.00000000;Open;2019-06-14 00:00:00;2019-08-14 00:00:00;109-111;S1719ARBC;False;;THERMO FISHER;Y;10.00000000;.00000000;.00000000;10.00000000;False;
;;0000093865;1;1.00000000;Open;2019-06-25 00:00:00;2099-12-31 00:00:00;109-113;S1721A;False;;PRIME INDUSTRIES, INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094341;4;1.00000000;Open;2019-07-05 00:00:00;2019-07-22 00:00:00;109-113;S1721A;False;;LOTH INC.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094384;1;1.00000000;Open;2019-07-08 00:00:00;2019-10-23 00:00:00;109-113;S1721A;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
00022034;;0000094388;1;5.00000000;Open;2019-07-08 00:00:00;2019-08-19 00:00:00;109-113;S1721A;False;;KIMBALL OFFICE;Y;2.00000000;.00000000;.00000000;5.00000000;False;
;;0000091840;1;1.00000000;Open;2019-05-17 00:00:00;2019-08-19 00:00:00;109-113;S1721A;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000090911;1;1.00000000;Open;2019-05-01 00:00:00;2019-07-12 00:00:00;109-113;S1721A;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093696;1;1.00000000;Open;2019-06-21 00:00:00;2019-08-15 00:00:00;109-113;S1721A;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094154;1;1.00000000;Open;2019-07-01 00:00:00;2019-08-16 00:00:00;109-113;S1721A;False;;KIMBALL OFFICE;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094351;1;1.00000000;Open;2019-07-05 00:00:00;2099-12-31 00:00:00;109-142;SADA1313A,6.5,DCC;False;;NOLAND COMPANY - 568;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021962;;0000094250;2;1.00000000;Open;2019-07-02 00:00:00;2019-08-30 00:00:00;109-165;SADA14519A,6.5,DCC;False;;NOLAND COMPANY - 566;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094291;2;31.00000000;Open;2019-07-03 00:00:00;2099-12-31 00:00:00;109-166;SADA14519A,6.5,DCR;False;;WINSUPPLY-ORLANDO;N;31.00000000;.00000000;.00000000;31.00000000;True;jv 7/3
00021598;;0000093515;2;6.00000000;Open;2019-06-19 00:00:00;2019-08-09 00:00:00;109-380;SB124-2;False;;HUGHES SUPPLY #519;Y;4.00000000;.00000000;.00000000;6.00000000;False;
00022028;;0000094374;3;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-380;SB124-2;False;;PLUMBERS SUPPLY CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021941;;0000094191;1;1.00000000;Open;2019-07-02 00:00:00;2019-07-29 00:00:00;109-380;SB124-2;False;;FERGUSON ENT. #774;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021599;;0000093515;3;3.00000000;Open;2019-06-19 00:00:00;2019-08-09 00:00:00;109-389;SB130-2;False;;HUGHES SUPPLY #519;Y;3.00000000;.00000000;.00000000;3.00000000;False;
00021444;;0000093299;7;3.00000000;Open;2019-06-14 00:00:00;2019-08-01 00:00:00;109-398;SB136-2;False;;FERGUSON ENT. #361;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000094363;2;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-544;SBL1515A1;False;;AMAZON.COM,LLC;Y;.00000000;.00000000;.00000000;1.00000000;False;
00021856;;0000094032;1;1.00000000;Open;2019-06-28 00:00:00;2019-07-10 00:00:00;109-596;SBLADA2019A3,5.5,DCR;False;;FERGUSON ENT. #171;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;11;2.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-614;SBW1919AL3;False;;JUST CONSIGNED REPLENISHMENT;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000093627;12;4.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-626;SBW1919BL3;False;;JUST CONSIGNED REPLENISHMENT;Y;4.00000000;.00000000;.00000000;4.00000000;False;
;;0000094185;6;1.00000000;Open;2019-07-01 00:00:00;2019-07-10 00:00:00;109-636;SBW2125AL1;False;;TODD PIPE & SUPPLY LLC;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;13;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-643;SBW2125AR3;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;14;2.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-651;SBW2125BL1;False;;JUST CONSIGNED REPLENISHMENT;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094371;1;10.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-756;ALUG10;False;;FALK SUPPLY CO.;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000094372;1;10.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-756;ALUG10;False;;RINER CO., INC.       ;Y;.00000000;.00000000;.00000000;10.00000000;False;
;;0000094373;1;50.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-756;ALUG10;False;;FERGUSON ENT. #55;Y;.00000000;.00000000;.00000000;50.00000000;False;
;;0000094382;1;3.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-825;SL1515A1;False;;APEX SUPPLY #560;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000092959;5;4.00000000;Open;2019-06-10 00:00:00;2019-07-29 00:00:00;109-827;SL1515A2;False;;HAJOCA CORP. #152;Y;1.00000000;.00000000;.00000000;4.00000000;False;
;;0000093355;2;14.00000000;Open;2019-06-17 00:00:00;2019-07-11 00:00:00;109-827;SL1515A2;False;;CARR SUPPLY CO.;Y;11.00000000;.00000000;.00000000;14.00000000;False;
;;0000093627;15;3.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-833;SL1515B1;False;;JUST CONSIGNED REPLENISHMENT;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093627;16;2.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-834;SL1515B2;False;;JUST CONSIGNED REPLENISHMENT;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094185;1;1.00000000;Open;2019-07-01 00:00:00;2019-07-10 00:00:00;109-834;SL1515B2;False;;TODD PIPE & SUPPLY LLC;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093957;4;1.00000000;Open;2019-06-26 00:00:00;2019-07-05 00:00:00;109-841;SL1613A3;False;;FWC SUPPLY,LLC;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;17;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-850;SL1617A3;False;;JUST CONSIGNED REPLENISHMENT;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093866;3;3.00000000;Open;2019-06-25 00:00:00;2019-07-19 00:00:00;109-850;SL1617A3;False;;DIVERSIFIED WOODCRAFTS;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000092671;2;5.00000000;Open;2019-06-04 00:00:00;2019-07-16 00:00:00;109-866;SL17519A3;False;;FERGUSON ENT. #3055;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000094333;1;5.00000000;Open;2019-07-03 00:00:00;2019-07-23 00:00:00;109-866;SL17519A3;False;;FERGUSON ENT. #3055;Y;.00000000;.00000000;.00000000;5.00000000;False;
;;0000093456;3;1.00000000;Open;2019-06-18 00:00:00;2019-07-08 00:00:00;109-874;SL17519B3;False;;WINNELSON-LINCOLN;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;18;2.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;109-874;SL17519B3;False;;JUST CONSIGNED REPLENISHMENT;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;00015112;0000093615;1;1.00000000;Open;2019-06-20 00:00:00;2019-08-15 00:00:00;109-881;SL1815A1;False;;DOW DIVERSIFIED       ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000091543;5;1.00000000;Open;2019-05-13 00:00:00;2019-07-10 00:00:00;109-889;SL1815B3;True;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;True;HOLD-REP JBS 7/8
;;0000093801;5;1.00000000;Open;2019-06-24 00:00:00;2019-08-15 00:00:00;109-892;SL1921A1;False;;MACOMB PIPE & SUPPLY  ;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093960;2;11.00000000;Open;2019-06-26 00:00:00;2019-07-08 00:00:00;109-894;SL1921A2;False;;WINNELSON-PUEBLO;Y;11.00000000;.00000000;.00000000;11.00000000;False;
;;0000093142;6;3.00000000;Open;2019-06-12 00:00:00;2019-08-05 00:00:00;109-895;SL1921A3;True;CommReview;AMERICAN PIPE & SUPPLY;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093707;3;1.00000000;Open;2019-06-21 00:00:00;2019-08-08 00:00:00;109-895;SL1921A3;False;;SOUTHERN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094077;1;2.00000000;Open;2019-06-28 00:00:00;2019-08-08 00:00:00;109-895;SL1921A3;False;;PRIME INDUSTRIES, INC.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094144;1;1.00000000;Open;2019-07-01 00:00:00;2019-08-12 00:00:00;109-895;SL1921A3;False;;PRIME INDUSTRIES, INC.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094397;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-895;SL1921A3;False;;HAJOCA CORP. #027;N;.00000000;.00000000;.00000000;1.00000000;True;WEB CONSIGNMENT ORD
;;0000092731;5;1.00000000;Open;2019-06-05 00:00:00;2019-07-24 00:00:00;109-895;SL1921A3;False;;FERGUSON ENT. #60;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093863;2;1.00000000;Open;2019-06-25 00:00:00;2019-08-14 00:00:00;109-895;SL1921A3;False;;SOUTHERN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093960;1;1.00000000;Open;2019-06-26 00:00:00;2019-07-08 00:00:00;109-895;SL1921A3;False;;WINNELSON-PUEBLO;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093949;1;6.00000000;Open;2019-06-26 00:00:00;2019-08-07 00:00:00;109-895;SL1921A3;False;;WEBB COMPANY, F.W.;Y;6.00000000;.00000000;.00000000;6.00000000;False;
;;0000094336;1;1.00000000;Open;2019-07-05 00:00:00;2019-07-09 00:00:00;109-896;SL1921A3-316;False;;GRAINGER-CATALOG;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094033;24;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;109-905;SL2017A0;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00018598;0000094350;3;3.00000000;Open;2019-07-05 00:00:00;2019-07-19 00:00:00;109-922;SL2019A3;False;;WEBB COMPANY, F.W.;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;00018598;0000094350;4;1.00000000;Open;2019-07-05 00:00:00;2019-07-19 00:00:00;109-922;SL2019A3;False;;WEBB COMPANY, F.W.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093960;6;1.00000000;Open;2019-06-26 00:00:00;2019-07-08 00:00:00;109-922;SL2019A3;False;;WINNELSON-PUEBLO;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094381;2;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-922;SL2019A3;False;;DEVORE & JOHNSON;N;.00000000;.00000000;.00000000;1.00000000;True;WEB CONSIGNMENT ORD
;;0000094378;1;3.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-935;SL2117A3;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;3.00000000;True;REP TO ADD JBS 7/8
00021951;;0000093953;3;4.00000000;Open;2019-06-26 00:00:00;2019-07-12 00:00:00;109-947;SL2119A3;False;;WINSTON WATER COOLER;Y;4.00000000;.00000000;.00000000;4.00000000;False;
;;0000094370;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;109-976;SL2125A3;False;;FERGUSON ENT. #52;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094126;2;1.00000000;Open;2019-07-01 00:00:00;2019-07-09 00:00:00;109-976;SL2125A3;False;;FERGUSON ENT. #55;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093045;3;2.00000000;Open;2019-06-11 00:00:00;2019-07-05 00:00:00;109-990;SL2131A3;False;;FERGUSON ENT. #454;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;00019640;0000094033;25;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;110-019;SL2217A0;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;00019640;0000093953;2;4.00000000;Open;2019-06-26 00:00:00;2019-07-12 00:00:00;110-024;SL2217A3;False;;WINSTON WATER COOLER;Y;3.00000000;.00000000;.00000000;4.00000000;False;
;;0000092959;8;4.00000000;Open;2019-06-10 00:00:00;2019-07-29 00:00:00;110-049;SL2222A3;False;;HAJOCA CORP. #152;Y;.00000000;.00000000;.00000000;4.00000000;False;
;;0000094033;26;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;110-059;SL2225A1;False;;JUST CONSIGNED REPLENISHMENT;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;19;3.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-064;SL2225A3;False;;JUST CONSIGNED REPLENISHMENT;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093960;5;1.00000000;Open;2019-06-26 00:00:00;2019-07-08 00:00:00;110-064;SL2225A3;False;;WINNELSON-PUEBLO;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021508;;0000093456;2;2.00000000;Open;2019-06-18 00:00:00;2019-07-08 00:00:00;110-071;SL2225B3;False;;WINNELSON-LINCOLN;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021898;;0000094131;1;22.00000000;Open;2019-07-01 00:00:00;2019-07-15 00:00:00;110-110;SLADA1515A2,6,DCC;False;;HUGHES SUPPLY #591;Y;21.00000000;.00000000;.00000000;22.00000000;False;
00021826;;0000093971;1;61.00000000;Open;2019-06-27 00:00:00;2019-08-06 00:00:00;110-120;SLADA1613A1,4.5,DCC;False;;BANNER SUPPLY;Y;60.00000000;1.00000000;1.00000000;60.00000000;False;
00021603;;0000093515;5;66.00000000;Open;2019-06-19 00:00:00;2019-08-09 00:00:00;110-132;SLADA1613A3,4.5,DCC;False;;HUGHES SUPPLY #519;Y;65.00000000;.00000000;.00000000;66.00000000;False;
;;0000094146;1;6.00000000;Open;2019-07-01 00:00:00;2099-12-31 00:00:00;110-134;SLADA1613A3,5.5,DCC;False;;FERGUSON ENT. #934;N;6.00000000;.00000000;.00000000;6.00000000;True;SIG? JBS 7/8
;;0000094193;6;2.00000000;Open;2019-07-02 00:00:00;2099-12-31 00:00:00;110-218;SLADA17519A1,6,DCR;False;;EASTERN PLUMBING SPLY.;N;.00000000;.00000000;.00000000;2.00000000;True;jv 7/5 SPEC SHEET
;;0000093017;4;1.00000000;Open;2019-06-10 00:00:00;2019-07-10 00:00:00;110-273;SLADA17519A3,6.5,DCR;False;;FWC SUPPLY,LLC;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094033;27;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;110-313;SLADA1815A0,5.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094033;9;1.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;110-321;SLADA1815A0,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094362;1;32.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-337;SLADA1815A1,5.5,DCR;False;;FERGUSON ENT. #501;Y;31.00000000;.00000000;.00000000;32.00000000;False;
;;0000093910;1;38.00000000;Open;2019-06-26 00:00:00;2019-07-11 00:00:00;110-342;SLADA1815A1,6,DCR;False;;FERGUSON ENT. #690;Y;37.00000000;1.00000000;1.00000000;37.00000000;False;
;;0000093627;20;2.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-347;SLADA1815A1,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;1.00000000;.00000000;.00000000;2.00000000;False;
;;0000094378;6;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-368;SLADA1815A2,6,DCR;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;True;REP TO ADD JBS 7/8
;;0000093142;4;1.00000000;Open;2019-06-12 00:00:00;2019-08-05 00:00:00;110-368;SLADA1815A2,6,DCR;True;CommReview;AMERICAN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000094375;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-391;SLADA1815A3,6,DCC;False;;HYDROLOGIC DIST. CO.;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093142;2;5.00000000;Open;2019-06-12 00:00:00;2019-08-05 00:00:00;110-393;SLADA1815A3,6,DCR;True;CommReview;AMERICAN PIPE & SUPPLY;Y;5.00000000;.00000000;.00000000;5.00000000;False;
;;0000093245;6;1.00000000;Open;2019-06-13 00:00:00;2019-07-29 00:00:00;110-397;SLADA1815A3,6.5,DCR;False;;VISALIA P & S #149;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;21;2.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-397;SLADA1815A3,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094033;10;2.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;110-437;SLADA1921A0,6.5,DCC;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093627;22;20.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-469;SLADA1921A1,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;19.00000000;.00000000;.00000000;20.00000000;False;
;;0000094033;28;3.00000000;Open;2019-06-12 00:00:00;2019-07-19 00:00:00;110-469;SLADA1921A1,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000094185;3;2.00000000;Open;2019-07-01 00:00:00;2019-07-10 00:00:00;110-469;SLADA1921A1,6.5,DCR;False;;TODD PIPE & SUPPLY LLC;Y;2.00000000;.00000000;.00000000;2.00000000;False;
00021053;;0000092759;1;12.00000000;Open;2019-06-05 00:00:00;2019-07-15 00:00:00;110-485;SLADA1921A2,5,DRR;False;;FERGUSON ENT. #294;Y;12.00000000;.00000000;.00000000;12.00000000;False;
;;0000092897;1;5.00000000;Open;2019-06-07 00:00:00;2019-07-09 00:00:00;110-490;SLADA1921A2,6,DCC;False;;PROGRESSIVE PLBG. SPLY;Y;5.00000000;.00000000;.00000000;5.00000000;False;
;;0000094305;1;3.00000000;Open;2019-07-03 00:00:00;2099-12-31 00:00:00;110-490;SLADA1921A2,6,DCC;False;;PROGRESSIVE PLBG. SPLY;N;3.00000000;.00000000;.00000000;3.00000000;True;jv 7/5
;;0000093855;1;2.00000000;Open;2019-06-25 00:00:00;2019-07-10 00:00:00;110-492;SLADA1921A2,6,DCR;False;;DIVERSIFIED EDUCATION SYSTEMS, INC.;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094180;1;3.00000000;Open;2019-07-01 00:00:00;2019-07-22 00:00:00;110-496;SLADA1921A2,6.5,DCR;False;;V P SUPPLY CORP.;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000093399;1;1.00000000;Open;2019-06-14 00:00:00;2019-07-08 00:00:00;110-513;SLADA1921A3,5.5,DCC;False;;CONSOLIDATED SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093755;1;1.00000000;Open;2019-06-24 00:00:00;2019-08-08 00:00:00;110-513;SLADA1921A3,5.5,DCC;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093515;1;2.00000000;Open;2019-06-19 00:00:00;2019-08-09 00:00:00;110-515;SLADA1921A3,5.5,DCR;False;;HUGHES SUPPLY #519;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000093683;1;4.00000000;Open;2019-06-21 00:00:00;2019-06-28 00:00:00;110-515;SLADA1921A3,5.5,DCR;False;;SOUTHERN PIPE & SUPPLY;Y;4.00000000;.00000000;.00000000;4.00000000;False;
;;0000094323;1;5.00000000;Open;2019-07-03 00:00:00;2019-08-16 00:00:00;110-515;SLADA1921A3,5.5,DCR;False;;FERGUSON ENT. #1869;Y;5.00000000;.00000000;.00000000;5.00000000;False;
;;0000093642;1;8.00000000;Open;2019-06-20 00:00:00;2019-07-05 00:00:00;110-515;SLADA1921A3,5.5,DCR;False;;TORRCO SUPPLY;Y;8.00000000;.00000000;.00000000;8.00000000;False;
;;0000092959;6;1.00000000;Open;2019-06-10 00:00:00;2019-07-29 00:00:00;110-515;SLADA1921A3,5.5,DCR;False;;HAJOCA CORP. #152;Y;1.00000000;.00000000;.00000000;1.00000000;False;
00021230;;0000093045;1;1.00000000;Open;2019-06-11 00:00:00;2019-07-05 00:00:00;110-516;SLADA1921A3,5.5,DCR-316;False;;FERGUSON ENT. #454;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000094337;1;6.00000000;Open;2019-07-05 00:00:00;2099-12-31 00:00:00;110-522;SLADA1921A3,6,DCC;False;;AITCHESON, J & H #176;Y;6.00000000;.00000000;.00000000;6.00000000;False;
;;0000092194;3;1.00000000;Open;2019-05-24 00:00:00;2019-07-05 00:00:00;110-524;SLADA1921A3,6,DCR;False;;WOOD COMPANY, J.W.;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093949;2;4.00000000;Open;2019-06-26 00:00:00;2019-08-07 00:00:00;110-524;SLADA1921A3,6,DCR;False;;WEBB COMPANY, F.W.;Y;2.00000000;.00000000;.00000000;4.00000000;False;
;;0000094160;1;9.00000000;Open;2019-07-01 00:00:00;2099-12-31 00:00:00;110-528;SLADA1921A3,6.5,DCC;False;;FERGUSON ENT. #361;N;9.00000000;.00000000;.00000000;9.00000000;True;jv 7/5
;;0000093996;2;1.00000000;Open;2019-06-27 00:00:00;2019-07-26 00:00:00;110-530;SLADA1921A3,6.5,DCR;False;;FERGUSON ENT. #541;Y;1.00000000;.00000000;.00000000;1.00000000;False;
;;0000093627;23;20.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-530;SLADA1921A3,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;20.00000000;.00000000;.00000000;20.00000000;False;
;;0000094025;2;2.00000000;Open;2019-06-27 00:00:00;2019-07-12 00:00:00;110-530;SLADA1921A3,6.5,DCR;False;;FERGUSON ENT. #603;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094185;5;3.00000000;Open;2019-07-01 00:00:00;2019-07-10 00:00:00;110-530;SLADA1921A3,6.5,DCR;False;;TODD PIPE & SUPPLY LLC;Y;3.00000000;.00000000;.00000000;3.00000000;False;
;;0000094390;4;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-551;SLADA1921A4,6,DCR;False;;V P SUPPLY CORP.      ;N;1.00000000;.00000000;.00000000;1.00000000;True;WEB ORDER
;;0000093970;2;2.00000000;Open;2019-06-27 00:00:00;2019-07-12 00:00:00;110-621;SLADA2017A2,5.5,DCR;False;;FERGUSON ENT. #55;Y;2.00000000;.00000000;.00000000;2.00000000;False;
;;0000094396;1;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-648;SLADA2017A3,6,DCC;False;;PACE SUPPLY;N;1.00000000;.00000000;.00000000;1.00000000;True;WEB ORDER
;;0000093627;24;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-654;SLADA2017A3,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093970;1;20.00000000;Open;2019-06-27 00:00:00;2019-07-12 00:00:00;110-654;SLADA2017A3,6.5,DCR;False;;FERGUSON ENT. #55;Y;12.00000000;.00000000;.00000000;20.00000000;False;
;;0000093719;1;2.00000000;Open;2019-06-21 00:00:00;2019-07-09 00:00:00;110-722;SLADA2019A1,5.5,DCR;False;;CAL-STEAM,INC. # 2504;Y;.00000000;.00000000;.00000000;2.00000000;False;
;;0000093142;1;7.00000000;Open;2019-06-12 00:00:00;2019-08-05 00:00:00;110-769;SLADA2019A3,5,DCR;False;;AMERICAN PIPE & SUPPLY;Y;1.00000000;.00000000;.00000000;7.00000000;False;
;;0000094283;2;1.00000000;Open;2019-07-03 00:00:00;2019-07-18 00:00:00;110-769;SLADA2019A3,5,DCR;False;;VISALIA P & S #149;Y;.00000000;.00000000;.00000000;1.00000000;False;
;;0000093959;2;5.00000000;Open;2019-06-26 00:00:00;2019-07-11 00:00:00;110-779;SLADA2019A3,6,DCR;False;;FERGUSON ENT. #603;Y;5.00000000;.00000000;.00000000;5.00000000;False;
;;0000094378;2;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-896;SLADA2117A3,6,DCR;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;True;REP TO ADD JBS 7/8
;;0000094378;3;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-896;SLADA2117A3,6,DCR;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;True;REP TO ADD JBS 7/8
;;0000094378;4;1.00000000;Open;2019-07-08 00:00:00;2099-12-31 00:00:00;110-896;SLADA2117A3,6,DCR;False;;SOUTHERN PIPE & SUPPLY;Y;.00000000;.00000000;.00000000;1.00000000;True;REP TO ADD JBS 7/8
;;0000093627;25;1.00000000;Open;2019-06-12 00:00:00;2019-07-09 00:00:00;110-900;SLADA2117A3,6.5,DCR;False;;JUST CONSIGNED REPLENISHMENT;Y;.00000000;.00000000;.00000000;1.00000000;False;
